SamAccountName,Password,Path,Department,UserPrincipalName,GivenName,initials,Surname,Name,Displayname,Office,OfficePhone,Email,StreetAddress,City,State,PostalCode,Country,Title,Company
Denise.Clark,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Denise.Clark@PGIT.com,Denise,B,Clark,Denise Clark,Denise Clark,Marketing Office,775-426-1953,Denise.Clark@PGIT.com,2925 Sheila Lane,Fallon,NV,89406,US,Marketing Coordinator,Active Directory Pro
Antoinette.McCaffrey,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Antoinette.McCaffrey@PGIT.com,Antoinette,C,McCaffrey,Antoinette McCaffrey,Antoinette McCaffrey,Marketing Office,907-559-9499,Antoinette.McCaffrey@PGIT.com,3491 Jerry Toth Drive,Point Baker,AK,99927,US,Marketing Coordinator,Active Directory Pro
Katherine.Garcia,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Katherine.Garcia@PGIT.com,Katherine,B,Garcia,Katherine Garcia,Katherine Garcia,Marketing Office,509-238-3829,Katherine.Garcia@PGIT.com,4693 Dane Street,Green Bluff,WA,99003,US,Marketing Coordinator,Active Directory Pro
Michael.Perkins,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Michael.Perkins@PGIT.com,Michael,A,Perkins,Michael Perkins,Michael Perkins,Marketing Office,718-661-7920,Michael.Perkins@PGIT.com,1235 Briercliff Road,Flushing,NY,11354,US,Marketing Coordinator,Active Directory Pro
Jon.Douglas,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Jon.Douglas@PGIT.com,Jon,C,Douglas,Jon Douglas,Jon Douglas,Marketing Office,262-725-5940,Jon.Douglas@PGIT.com,4667 Joseph Street,West Allis,WI,53227,US,Marketing Coordinator,Active Directory Pro
Manuel.Eiler,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Manuel.Eiler@PGIT.com,Manuel,L,Eiler,Manuel Eiler,Manuel Eiler,Marketing Office,603-647-4078,Manuel.Eiler@PGIT.com,3139 Elliott Street,Manchester,NH,3101,US,Marketing Coordinator,Active Directory Pro
Susan.Lightsey,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Susan.Lightsey@PGIT.com,Susan,D,Lightsey,Susan Lightsey,Susan Lightsey,Marketing Office,702-397-6992,Susan.Lightsey@PGIT.com,2745 Mesa Drive,Overton,NV,89040,US,Marketing Coordinator,Active Directory Pro
Yvonne.Rudolph,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Yvonne.Rudolph@PGIT.com,Yvonne,A,Rudolph,Yvonne Rudolph,Yvonne Rudolph,Marketing Office,979-836-5437,Yvonne.Rudolph@PGIT.com,1887 Colonial Drive,Brenham,TX,77833,US,Marketing Coordinator,Active Directory Pro
Christa.Franklin,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Christa.Franklin@PGIT.com,Christa,N,Franklin,Christa Franklin,Christa Franklin,Marketing Office,760-258-5027,Christa.Franklin@PGIT.com,4534 Parkway Street,Los Angeles,CA,90017,US,Marketing Coordinator,Active Directory Pro
Theodore.Mendez,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Theodore.Mendez@PGIT.com,Theodore,C,Mendez,Theodore Mendez,Theodore Mendez,Marketing Office,330-684-8295,Theodore.Mendez@PGIT.com,4439 Wildwood Street,Orrville,OH,44667,US,Marketing Coordinator,Active Directory Pro
James.Rasheed,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,James.Rasheed@PGIT.com,James,J,Rasheed,James Rasheed,James Rasheed,Marketing Office,304-277-2722,James.Rasheed@PGIT.com,1625 Froe Street,Warwood,WV,26003,US,Marketing Coordinator,Active Directory Pro
Leslie.Stephens,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Leslie.Stephens@PGIT.com,Leslie,P,Stephens,Leslie Stephens,Leslie Stephens,Marketing Office,410-532-8698,Leslie.Stephens@PGIT.com,4057 Cambridge Place,Baltimore,MD,21212,US,Marketing Coordinator,Active Directory Pro
Bradley.Whitely,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Bradley.Whitely@PGIT.com,Bradley,H,Whitely,Bradley Whitely,Bradley Whitely,Marketing Office,315-463-9767,Bradley.Whitely@PGIT.com,4101 Buckhannan Avenue,Syracuse,NY,13206,US,Marketing Coordinator,Active Directory Pro
Barbara.Copeland,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Barbara.Copeland@PGIT.com,Barbara,S,Copeland,Barbara Copeland,Barbara Copeland,Marketing Office,303-340-9091,Barbara.Copeland@PGIT.com,1073 Sweetwood Drive,Aurora,CO,80010,US,Marketing Coordinator,Active Directory Pro
Mark.Hayes,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Mark.Hayes@PGIT.com,Mark,T,Hayes,Mark Hayes,Mark Hayes,Marketing Office,978-648-4368,Mark.Hayes@PGIT.com,2425 Levy Court,Worcester,MA,1610,US,Marketing Coordinator,Active Directory Pro
Richard.Bayliss,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Richard.Bayliss@PGIT.com,Richard,L,Bayliss,Richard Bayliss,Richard Bayliss,Marketing Office,765-576-3689,Richard.Bayliss@PGIT.com,4558 Capitol Avenue,Richmond,IN,47374,US,Marketing Coordinator,Active Directory Pro
Bobby.Becnel,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Bobby.Becnel@PGIT.com,Bobby,N,Becnel,Bobby Becnel,Bobby Becnel,Marketing Office,262-595-9067,Bobby.Becnel@PGIT.com,3212 Fairfield Road,Kenosha,WI,53140,US,Marketing Coordinator,Active Directory Pro
Erica.Looper,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Erica.Looper@PGIT.com,Erica,M,Looper,Erica Looper,Erica Looper,Marketing Office,630-601-7747,Erica.Looper@PGIT.com,126 Kembery Drive,Burr Ridge,IL,61257,US,Marketing Coordinator,Active Directory Pro
Paula.Barber,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Paula.Barber@PGIT.com,Paula,S,Barber,Paula Barber,Paula Barber,Marketing Office,510-884-7568,Paula.Barber@PGIT.com,4834 Station Street,Hayward,CA,94541,US,Marketing Coordinator,Active Directory Pro
Vernice.Dyson,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Vernice.Dyson@PGIT.com,Vernice,J,Dyson,Vernice Dyson,Vernice Dyson,Marketing Office,615-427-1294,Vernice.Dyson@PGIT.com,4501 Wilkinson Street,Nashville,TN,37201,US,Marketing Coordinator,Active Directory Pro
Scott.Chen,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Scott.Chen@PGIT.com,Scott,D,Chen,Scott Chen,Scott Chen,Marketing Office,910-488-3998,Scott.Chen@PGIT.com,3658 Twin Willow Lane,Fayetteville,NC,28301,US,Marketing Coordinator,Active Directory Pro
Peter.Johnson,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Peter.Johnson@PGIT.com,Peter,S,Johnson,Peter Johnson,Peter Johnson,Marketing Office,409-697-9059,Peter.Johnson@PGIT.com,4696 Burwell Heights Road,Bridge City,TX,77611,US,Marketing Coordinator,Active Directory Pro
Ida.Bruno,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Ida.Bruno@PGIT.com,Ida,D,Bruno,Ida Bruno,Ida Bruno,Marketing Office,949-861-8460,Ida.Bruno@PGIT.com,4727 Hillcrest Lane,Anaheim,CA,92801,US,Marketing Coordinator,Active Directory Pro
Jason.Baker,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Jason.Baker@PGIT.com,Jason,J,Baker,Jason Baker,Jason Baker,Marketing Office,620-654-8499,Jason.Baker@PGIT.com,3478 Oliverio Drive,Galva,KS,67443,US,Marketing Coordinator,Active Directory Pro
Paul.Meek,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Paul.Meek@PGIT.com,Paul,A,Meek,Paul Meek,Paul Meek,Marketing Office,240-715-2745,Paul.Meek@PGIT.com,4316 Chatham Way,Washington,MD,20005,US,Marketing Coordinator,Active Directory Pro
Alex.Pospisil,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Alex.Pospisil@PGIT.com,Alex,J,Pospisil,Alex Pospisil,Alex Pospisil,Marketing Office,602-790-9232,Alex.Pospisil@PGIT.com,3938 Crowfield Road,Phoenix,AZ,85034,US,Marketing Coordinator,Active Directory Pro
Rod.Perez,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Rod.Perez@PGIT.com,Rod,D,Perez,Rod Perez,Rod Perez,Marketing Office,325-471-7233,Rod.Perez@PGIT.com,664 Seth Street,Abilene,TX,79602,US,Marketing Coordinator,Active Directory Pro
Richard.Hefley,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Richard.Hefley@PGIT.com,Richard,A,Hefley,Richard Hefley,Richard Hefley,Marketing Office,276-232-1552,Richard.Hefley@PGIT.com,4850 Shady Pines Drive,Wytheville,VA,24382,US,Marketing Coordinator,Active Directory Pro
Nathan.Feemster,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Nathan.Feemster@PGIT.com,Nathan,J,Feemster,Nathan Feemster,Nathan Feemster,Marketing Office,631-768-6994,Nathan.Feemster@PGIT.com,2403 Grove Street,New York,NY,10001,US,Marketing Coordinator,Active Directory Pro
Patricia.Sanders,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Patricia.Sanders@PGIT.com,Patricia,F,Sanders,Patricia Sanders,Patricia Sanders,Marketing Office,908-512-9440,Patricia.Sanders@PGIT.com,3579 Caynor Circle,Rochelle Park,NJ,7662,US,Marketing Coordinator,Active Directory Pro
Stanley.Carr,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Stanley.Carr@PGIT.com,Stanley,S,Carr,Stanley Carr,Stanley Carr,Marketing Office,516-504-3773,Stanley.Carr@PGIT.com,3011 Stanley Avenue,Great Neck,NY,11021,US,Marketing Coordinator,Active Directory Pro
Joseph.Garcia,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Joseph.Garcia@PGIT.com,Joseph,L,Garcia,Joseph Garcia,Joseph Garcia,Marketing Office,985-686-4190,Joseph.Garcia@PGIT.com,3052 Woodland Avenue,New Orleans,LA,70113,US,Marketing Coordinator,Active Directory Pro
Michelle.Vincent,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Michelle.Vincent@PGIT.com,Michelle,L,Vincent,Michelle Vincent,Michelle Vincent,Marketing Office,704-846-5970,Michelle.Vincent@PGIT.com,2018 Harry Place,Matthews,NC,28105,US,Marketing Coordinator,Active Directory Pro
Bernadette.Moore,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Bernadette.Moore@PGIT.com,Bernadette,J,Moore,Bernadette Moore,Bernadette Moore,Marketing Office,978-451-4486,Bernadette.Moore@PGIT.com,3215 Joanne Lane,Cambridge,MA,2142,US,Marketing Coordinator,Active Directory Pro
Christopher.Smith,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Christopher.Smith@PGIT.com,Christopher,A,Smith,Christopher Smith,Christopher Smith,Marketing Office,770-860-4992,Christopher.Smith@PGIT.com,1132 Heavner Avenue,Conyers,GA,30207,US,Marketing Coordinator,Active Directory Pro
Frank.Campbell,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Frank.Campbell@PGIT.com,Frank,N,Campbell,Frank Campbell,Frank Campbell,Marketing Office,407-979-5902,Frank.Campbell@PGIT.com,449 Hide A Way Road,Orlando,FL,32810,US,Marketing Coordinator,Active Directory Pro
Virginia.Hardy,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Virginia.Hardy@PGIT.com,Virginia,E,Hardy,Virginia Hardy,Virginia Hardy,Marketing Office,248-994-9751,Virginia.Hardy@PGIT.com,4813 Summit Park Avenue,Farmington Hills,MI,48331,US,Marketing Coordinator,Active Directory Pro
Jason.Bey,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Jason.Bey@PGIT.com,Jason,A,Bey,Jason Bey,Jason Bey,Marketing Office,415-594-8536,Jason.Bey@PGIT.com,3389 Boring Lane,San Francisco,CA,94107,US,Marketing Coordinator,Active Directory Pro
Phyllis.Kamm,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Phyllis.Kamm@PGIT.com,Phyllis,M,Kamm,Phyllis Kamm,Phyllis Kamm,Marketing Office,816-446-4946,Phyllis.Kamm@PGIT.com,4705 Traders Alley,Kansas City,MO,64106,US,Marketing Coordinator,Active Directory Pro
Charles.Becker,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Charles.Becker@PGIT.com,Charles,J,Becker,Charles Becker,Charles Becker,Marketing Office,580-927-5925,Charles.Becker@PGIT.com,4963 Dovetail Estates,Coalgate,OK,74538,US,Marketing Coordinator,Active Directory Pro
Alexander.Kellogg,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Alexander.Kellogg@PGIT.com,Alexander,C,Kellogg,Alexander Kellogg,Alexander Kellogg,Marketing Office,812-379-6969,Alexander.Kellogg@PGIT.com,2705 Conaway Street,Columbus,IN,47201,US,Marketing Coordinator,Active Directory Pro
Keri.Hennis,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Keri.Hennis@PGIT.com,Keri,S,Hennis,Keri Hennis,Keri Hennis,Marketing Office,812-907-9135,Keri.Hennis@PGIT.com,1182 Bernardo Street,Seymour,IN,47274,US,Marketing Coordinator,Active Directory Pro
Karen.Forbes,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Karen.Forbes@PGIT.com,Karen,L,Forbes,Karen Forbes,Karen Forbes,Marketing Office,484-977-0993,Karen.Forbes@PGIT.com,1978 Clinton Street,Fort Washington,PA,19034,US,Marketing Coordinator,Active Directory Pro
Jean.Heier,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Jean.Heier@PGIT.com,Jean,J,Heier,Jean Heier,Jean Heier,Marketing Office,712-274-6167,Jean.Heier@PGIT.com,4518 Woodland Drive,Sioux City,IA,51106,US,Marketing Coordinator,Active Directory Pro
Kenneth.Mason,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Kenneth.Mason@PGIT.com,Kenneth,S,Mason,Kenneth Mason,Kenneth Mason,Marketing Office,785-569-8362,Kenneth.Mason@PGIT.com,3996 Sigley Road,Beloit,KS,67420,US,Marketing Coordinator,Active Directory Pro
Penny.Vasquez,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Penny.Vasquez@PGIT.com,Penny,G,Vasquez,Penny Vasquez,Penny Vasquez,Marketing Office,405-454-5281,Penny.Vasquez@PGIT.com,303 Benson Park Drive,Harrah,OK,73045,US,Marketing Coordinator,Active Directory Pro
Betty.Wendler,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Betty.Wendler@PGIT.com,Betty,W,Wendler,Betty Wendler,Betty Wendler,Marketing Office,203-377-6039,Betty.Wendler@PGIT.com,3462 Cheshire Road,Stratford,CT,6497,US,Marketing Coordinator,Active Directory Pro
Lucy.Phillips,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Lucy.Phillips@PGIT.com,Lucy,A,Phillips,Lucy Phillips,Lucy Phillips,Marketing Office,620-243-2143,Lucy.Phillips@PGIT.com,1297 Roosevelt Road,Zenda,KS,67159,US,Marketing Coordinator,Active Directory Pro
Inez.Preston,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Inez.Preston@PGIT.com,Inez,D,Preston,Inez Preston,Inez Preston,Marketing Office,619-558-2791,Inez.Preston@PGIT.com,748 Poplar Avenue,San Diego,CA,92103,US,Marketing Coordinator,Active Directory Pro
Willie.Rickards,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Willie.Rickards@PGIT.com,Willie,M,Rickards,Willie Rickards,Willie Rickards,Marketing Office,336-457-6361,Willie.Rickards@PGIT.com,1228 Keyser Ridge Road,Greensboro,NC,27401,US,Marketing Coordinator,Active Directory Pro
Marc.Brumbaugh,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Marc.Brumbaugh@PGIT.com,Marc,C,Brumbaugh,Marc Brumbaugh,Marc Brumbaugh,Marketing Office,601-634-7548,Marc.Brumbaugh@PGIT.com,4851 Walnut Street,Vicksburg,MS,39180,US,Marketing Coordinator,Active Directory Pro
Rico.Coker,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Rico.Coker@PGIT.com,Rico,A,Coker,Rico Coker,Rico Coker,Marketing Office,605-627-3084,Rico.Coker@PGIT.com,4400 Ryan Road,Volga,SD,57071,US,Marketing Coordinator,Active Directory Pro
Lori.Collins,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Lori.Collins@PGIT.com,Lori,E,Collins,Lori Collins,Lori Collins,Marketing Office,507-312-5202,Lori.Collins@PGIT.com,1293 Rosewood Court,Rochester,MN,55904,US,Marketing Coordinator,Active Directory Pro
Elmer.Salazar,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Elmer.Salazar@PGIT.com,Elmer,M,Salazar,Elmer Salazar,Elmer Salazar,Marketing Office,216-795-9986,Elmer.Salazar@PGIT.com,2175 Sunny Glen Lane,Cleveland,OH,44106,US,Marketing Coordinator,Active Directory Pro
Opal.Krupa,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Opal.Krupa@PGIT.com,Opal,R,Krupa,Opal Krupa,Opal Krupa,Marketing Office,401-291-7596,Opal.Krupa@PGIT.com,1531 Melm Street,Providence,RI,2908,US,Marketing Coordinator,Active Directory Pro
Jeanne.Monteleone,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Jeanne.Monteleone@PGIT.com,Jeanne,G,Monteleone,Jeanne Monteleone,Jeanne Monteleone,Marketing Office,580-707-4136,Jeanne.Monteleone@PGIT.com,3074 Late Avenue,Clinton,OK,73601,US,Marketing Coordinator,Active Directory Pro
Yolanda.Watts,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Yolanda.Watts@PGIT.com,Yolanda,M,Watts,Yolanda Watts,Yolanda Watts,Marketing Office,404-659-7400,Yolanda.Watts@PGIT.com,2348 Despard Street,Atlanta,GA,30303,US,Marketing Coordinator,Active Directory Pro
Janet.Ketcham,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Janet.Ketcham@PGIT.com,Janet,J,Ketcham,Janet Ketcham,Janet Ketcham,Marketing Office,702-304-5367,Janet.Ketcham@PGIT.com,4473 Mesa Drive,Las Vegas,NV,89128,US,Marketing Coordinator,Active Directory Pro
Carol.Spruill,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Carol.Spruill@PGIT.com,Carol,J,Spruill,Carol Spruill,Carol Spruill,Marketing Office,252-297-7915,Carol.Spruill@PGIT.com,4492 Yorkshire Circle,Belvidere,NC,27919,US,Marketing Coordinator,Active Directory Pro
George.Verdin,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,George.Verdin@PGIT.com,George,T,Verdin,George Verdin,George Verdin,Marketing Office,979-693-8241,George.Verdin@PGIT.com,3379 Colonial Drive,College Station,TX,77840,US,Marketing Coordinator,Active Directory Pro
Carol.Clevenger,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Carol.Clevenger@PGIT.com,Carol,C,Clevenger,Carol Clevenger,Carol Clevenger,Marketing Office,505-292-3710,Carol.Clevenger@PGIT.com,1629 Byrd Lane,Albuquerque,NM,87112,US,Marketing Coordinator,Active Directory Pro
Jenni.Rangel,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Jenni.Rangel@PGIT.com,Jenni,F,Rangel,Jenni Rangel,Jenni Rangel,Marketing Office,212-321-0825,Jenni.Rangel@PGIT.com,1409 Farnum Road,New York,NY,10048,US,Marketing Coordinator,Active Directory Pro
Christopher.McHale,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Christopher.McHale@PGIT.com,Christopher,L,McHale,Christopher McHale,Christopher McHale,Marketing Office,405-749-8641,Christopher.McHale@PGIT.com,2661 Ruckman Road,Oklahoma City,OK,73113,US,Marketing Coordinator,Active Directory Pro
Paul.Murphy,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Paul.Murphy@PGIT.com,Paul,J,Murphy,Paul Murphy,Paul Murphy,Marketing Office,408-777-3040,Paul.Murphy@PGIT.com,10 Black Oak Hollow Road,San Jose,CA,95129,US,Marketing Coordinator,Active Directory Pro
Robert.Connolly,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Robert.Connolly@PGIT.com,Robert,A,Connolly,Robert Connolly,Robert Connolly,Marketing Office,270-362-5462,Robert.Connolly@PGIT.com,303 Glen Street,Gilbertsville,KY,42044,US,Marketing Coordinator,Active Directory Pro
Bradley.Anderson,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Bradley.Anderson@PGIT.com,Bradley,K,Anderson,Bradley Anderson,Bradley Anderson,Marketing Office,814-412-6616,Bradley.Anderson@PGIT.com,3880 Stutler Lane,Erie,PA,16501,US,Marketing Coordinator,Active Directory Pro
Albert.Council,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Albert.Council@PGIT.com,Albert,P,Council,Albert Council,Albert Council,Marketing Office,707-335-2491,Albert.Council@PGIT.com,2747 Meadow Lane,Oakland,CA,94612,US,Marketing Coordinator,Active Directory Pro
Dolores.Doody,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Dolores.Doody@PGIT.com,Dolores,M,Doody,Dolores Doody,Dolores Doody,Marketing Office,972-929-1939,Dolores.Doody@PGIT.com,2963 Stoney Lane,Irving,TX,75063,US,Marketing Coordinator,Active Directory Pro
Rosa.Cuevas,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Rosa.Cuevas@PGIT.com,Rosa,D,Cuevas,Rosa Cuevas,Rosa Cuevas,Marketing Office,513-706-7858,Rosa.Cuevas@PGIT.com,1515 Barnes Avenue,Cincinnati,OH,45236,US,Marketing Coordinator,Active Directory Pro
Celsa.McDermott,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Celsa.McDermott@PGIT.com,Celsa,J,McDermott,Celsa McDermott,Celsa McDermott,Marketing Office,940-595-1939,Celsa.McDermott@PGIT.com,787 Olen Thomas Drive,Dallas,TX,75234,US,Marketing Coordinator,Active Directory Pro
Laura.Churchill,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Laura.Churchill@PGIT.com,Laura,D,Churchill,Laura Churchill,Laura Churchill,Marketing Office,608-502-5130,Laura.Churchill@PGIT.com,1504 Primrose Lane,Fitchburg,WI,53719,US,Marketing Coordinator,Active Directory Pro
Erin.Mengel,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Erin.Mengel@PGIT.com,Erin,D,Mengel,Erin Mengel,Erin Mengel,Marketing Office,717-968-9192,Erin.Mengel@PGIT.com,853 Simpson Avenue,York,PA,17401,US,Marketing Coordinator,Active Directory Pro
Sylvia.Mullins,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Sylvia.Mullins@PGIT.com,Sylvia,A,Mullins,Sylvia Mullins,Sylvia Mullins,Marketing Office,419-283-8578,Sylvia.Mullins@PGIT.com,769 Davis Place,Toledo,OH,43615,US,Marketing Coordinator,Active Directory Pro
Charles.Navarro,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Charles.Navarro@PGIT.com,Charles,E,Navarro,Charles Navarro,Charles Navarro,Marketing Office,704-358-4305,Charles.Navarro@PGIT.com,311 Red Dog Road,Charlotte,NC,28202,US,Marketing Coordinator,Active Directory Pro
Anthony.Yancey,Football22!,"OU=Marketing,OU=PGIT Users,DC=PGIT,DC=local",Marketing,Anthony.Yancey@PGIT.com,Anthony,L,Yancey,Anthony Yancey,Anthony Yancey,Marketing Office,734-522-6876,Anthony.Yancey@PGIT.com,888 Daylene Drive,Livonia,MI,48150,US,Marketing Coordinator,Active Directory Pro
